product_name,description,rating,price,product_url,category
OnePlus Mobiles Model 20471,"OnePlus Mobiles Model 20471 built for performance, durability, and daily usage.",4.0,23842,https://www.amazon.in/dp/NEWITEM20471,mobile
Dell Headphones Model 20472,"Dell Headphones Model 20472 built for performance, durability, and daily usage.",4.5,64602,https://www.amazon.in/dp/NEWITEM20472,other
Lenovo Smart Watches Model 20473,"Lenovo Smart Watches Model 20473 built for performance, durability, and daily usage.",4.3,68589,https://www.amazon.in/dp/NEWITEM20473,watch
MSI Mobiles Model 20474,"MSI Mobiles Model 20474 built for performance, durability, and daily usage.",4.3,29879,https://www.amazon.in/dp/NEWITEM20474,mobile
Dell Headphones Model 20475,"Dell Headphones Model 20475 built for performance, durability, and daily usage.",4.1,5168,https://www.amazon.in/dp/NEWITEM20475,other
OnePlus Smart Watches Model 20476,"OnePlus Smart Watches Model 20476 built for performance, durability, and daily usage.",3.6,10860,https://www.amazon.in/dp/NEWITEM20476,watch
Asus Headphones Model 20477,"Asus Headphones Model 20477 built for performance, durability, and daily usage.",3.8,70192,https://www.amazon.in/dp/NEWITEM20477,other
Realme Laptops Model 20478,"Realme Laptops Model 20478 built for performance, durability, and daily usage.",4.9,61038,https://www.amazon.in/dp/NEWITEM20478,laptop
Realme Laptops Model 20479,"Realme Laptops Model 20479 built for performance, durability, and daily usage.",4.1,51852,https://www.amazon.in/dp/NEWITEM20479,laptop
HP Cameras Model 20480,"HP Cameras Model 20480 built for performance, durability, and daily usage.",4.5,64457,https://www.amazon.in/dp/NEWITEM20480,other
HP Cameras Model 20481,"HP Cameras Model 20481 built for performance, durability, and daily usage.",4.9,19803,https://www.amazon.in/dp/NEWITEM20481,other
Realme Mobiles Model 20482,"Realme Mobiles Model 20482 built for performance, durability, and daily usage.",4.5,26117,https://www.amazon.in/dp/NEWITEM20482,mobile
Noise Headphones Model 20483,"Noise Headphones Model 20483 built for performance, durability, and daily usage.",4.3,61988,https://www.amazon.in/dp/NEWITEM20483,other
Asus Headphones Model 20484,"Asus Headphones Model 20484 built for performance, durability, and daily usage.",4.7,74702,https://www.amazon.in/dp/NEWITEM20484,other
Canon Laptops Model 20485,"Canon Laptops Model 20485 built for performance, durability, and daily usage.",3.6,32680,https://www.amazon.in/dp/NEWITEM20485,laptop
Realme Laptops Model 20486,"Realme Laptops Model 20486 built for performance, durability, and daily usage.",3.7,24555,https://www.amazon.in/dp/NEWITEM20486,laptop
Lenovo Smart Watches Model 20487,"Lenovo Smart Watches Model 20487 built for performance, durability, and daily usage.",4.7,25592,https://www.amazon.in/dp/NEWITEM20487,watch
Dell Smart Watches Model 20488,"Dell Smart Watches Model 20488 built for performance, durability, and daily usage.",4.4,85163,https://www.amazon.in/dp/NEWITEM20488,watch
Realme Mobiles Model 20489,"Realme Mobiles Model 20489 built for performance, durability, and daily usage.",4.6,31060,https://www.amazon.in/dp/NEWITEM20489,mobile
Lenovo Headphones Model 20490,"Lenovo Headphones Model 20490 built for performance, durability, and daily usage.",4.7,20368,https://www.amazon.in/dp/NEWITEM20490,other
Asus Laptops Model 20491,"Asus Laptops Model 20491 built for performance, durability, and daily usage.",4.8,55086,https://www.amazon.in/dp/NEWITEM20491,laptop
HP Mobiles Model 20492,"HP Mobiles Model 20492 built for performance, durability, and daily usage.",4.2,16239,https://www.amazon.in/dp/NEWITEM20492,mobile
Lenovo Mobiles Model 20493,"Lenovo Mobiles Model 20493 built for performance, durability, and daily usage.",3.9,16080,https://www.amazon.in/dp/NEWITEM20493,mobile
Noise Headphones Model 20494,"Noise Headphones Model 20494 built for performance, durability, and daily usage.",4.1,49906,https://www.amazon.in/dp/NEWITEM20494,other
MSI Laptops Model 20495,"MSI Laptops Model 20495 built for performance, durability, and daily usage.",4.7,64308,https://www.amazon.in/dp/NEWITEM20495,laptop
Realme Smart Watches Model 20496,"Realme Smart Watches Model 20496 built for performance, durability, and daily usage.",3.8,12713,https://www.amazon.in/dp/NEWITEM20496,watch
Realme Smart Watches Model 20497,"Realme Smart Watches Model 20497 built for performance, durability, and daily usage.",3.9,42796,https://www.amazon.in/dp/NEWITEM20497,watch
Noise Laptops Model 20498,"Noise Laptops Model 20498 built for performance, durability, and daily usage.",4.8,72586,https://www.amazon.in/dp/NEWITEM20498,laptop
HP Cameras Model 20499,"HP Cameras Model 20499 built for performance, durability, and daily usage.",3.7,70049,https://www.amazon.in/dp/NEWITEM20499,other
Realme Cameras Model 20500,"Realme Cameras Model 20500 built for performance, durability, and daily usage.",4.8,46076,https://www.amazon.in/dp/NEWITEM20500,other
MSI Laptops Model 20501,"MSI Laptops Model 20501 built for performance, durability, and daily usage.",3.8,64697,https://www.amazon.in/dp/NEWITEM20501,laptop
Canon Cameras Model 20502,"Canon Cameras Model 20502 built for performance, durability, and daily usage.",4.7,56896,https://www.amazon.in/dp/NEWITEM20502,other
HP Headphones Model 20503,"HP Headphones Model 20503 built for performance, durability, and daily usage.",4.5,55328,https://www.amazon.in/dp/NEWITEM20503,other
Asus Cameras Model 20504,"Asus Cameras Model 20504 built for performance, durability, and daily usage.",4.3,8782,https://www.amazon.in/dp/NEWITEM20504,other
Dell Headphones Model 20505,"Dell Headphones Model 20505 built for performance, durability, and daily usage.",4.1,57674,https://www.amazon.in/dp/NEWITEM20505,other
Boat Cameras Model 20506,"Boat Cameras Model 20506 built for performance, durability, and daily usage.",3.6,54928,https://www.amazon.in/dp/NEWITEM20506,other
Asus Cameras Model 20507,"Asus Cameras Model 20507 built for performance, durability, and daily usage.",3.6,61545,https://www.amazon.in/dp/NEWITEM20507,other
Asus Smart Watches Model 20508,"Asus Smart Watches Model 20508 built for performance, durability, and daily usage.",4.4,86990,https://www.amazon.in/dp/NEWITEM20508,watch
Canon Mobiles Model 20509,"Canon Mobiles Model 20509 built for performance, durability, and daily usage.",4.6,31923,https://www.amazon.in/dp/NEWITEM20509,mobile
Lenovo Mobiles Model 20510,"Lenovo Mobiles Model 20510 built for performance, durability, and daily usage.",4.6,57174,https://www.amazon.in/dp/NEWITEM20510,mobile
MSI Headphones Model 20511,"MSI Headphones Model 20511 built for performance, durability, and daily usage.",4.1,84480,https://www.amazon.in/dp/NEWITEM20511,other
Canon Cameras Model 20512,"Canon Cameras Model 20512 built for performance, durability, and daily usage.",4.5,38420,https://www.amazon.in/dp/NEWITEM20512,other
Boat Mobiles Model 20513,"Boat Mobiles Model 20513 built for performance, durability, and daily usage.",4.0,57324,https://www.amazon.in/dp/NEWITEM20513,mobile
MSI Cameras Model 20514,"MSI Cameras Model 20514 built for performance, durability, and daily usage.",4.0,11909,https://www.amazon.in/dp/NEWITEM20514,other
HP Cameras Model 20515,"HP Cameras Model 20515 built for performance, durability, and daily usage.",4.5,6180,https://www.amazon.in/dp/NEWITEM20515,other
MSI Laptops Model 20516,"MSI Laptops Model 20516 built for performance, durability, and daily usage.",4.1,81453,https://www.amazon.in/dp/NEWITEM20516,laptop
Boat Smart Watches Model 20517,"Boat Smart Watches Model 20517 built for performance, durability, and daily usage.",3.9,84848,https://www.amazon.in/dp/NEWITEM20517,watch
HP Headphones Model 20518,"HP Headphones Model 20518 built for performance, durability, and daily usage.",4.7,39515,https://www.amazon.in/dp/NEWITEM20518,other
MSI Laptops Model 20519,"MSI Laptops Model 20519 built for performance, durability, and daily usage.",4.4,13277,https://www.amazon.in/dp/NEWITEM20519,laptop
MSI Laptops Model 20520,"MSI Laptops Model 20520 built for performance, durability, and daily usage.",3.8,70726,https://www.amazon.in/dp/NEWITEM20520,laptop
Lenovo Smart Watches Model 20521,"Lenovo Smart Watches Model 20521 built for performance, durability, and daily usage.",4.1,18645,https://www.amazon.in/dp/NEWITEM20521,watch
Boat Laptops Model 20522,"Boat Laptops Model 20522 built for performance, durability, and daily usage.",4.8,29547,https://www.amazon.in/dp/NEWITEM20522,laptop
HP Smart Watches Model 20523,"HP Smart Watches Model 20523 built for performance, durability, and daily usage.",4.3,35352,https://www.amazon.in/dp/NEWITEM20523,watch
Canon Cameras Model 20524,"Canon Cameras Model 20524 built for performance, durability, and daily usage.",4.4,20897,https://www.amazon.in/dp/NEWITEM20524,other
Realme Headphones Model 20525,"Realme Headphones Model 20525 built for performance, durability, and daily usage.",4.8,49868,https://www.amazon.in/dp/NEWITEM20525,other
OnePlus Smart Watches Model 20526,"OnePlus Smart Watches Model 20526 built for performance, durability, and daily usage.",4.7,75446,https://www.amazon.in/dp/NEWITEM20526,watch
Realme Mobiles Model 20527,"Realme Mobiles Model 20527 built for performance, durability, and daily usage.",4.5,60255,https://www.amazon.in/dp/NEWITEM20527,mobile
Realme Cameras Model 20528,"Realme Cameras Model 20528 built for performance, durability, and daily usage.",4.9,44853,https://www.amazon.in/dp/NEWITEM20528,other
Lenovo Mobiles Model 20529,"Lenovo Mobiles Model 20529 built for performance, durability, and daily usage.",4.7,64484,https://www.amazon.in/dp/NEWITEM20529,mobile
Lenovo Mobiles Model 20530,"Lenovo Mobiles Model 20530 built for performance, durability, and daily usage.",4.6,23153,https://www.amazon.in/dp/NEWITEM20530,mobile
Dell Smart Watches Model 20531,"Dell Smart Watches Model 20531 built for performance, durability, and daily usage.",3.8,9733,https://www.amazon.in/dp/NEWITEM20531,watch
Asus Laptops Model 20532,"Asus Laptops Model 20532 built for performance, durability, and daily usage.",4.8,41421,https://www.amazon.in/dp/NEWITEM20532,laptop
HP Smart Watches Model 20533,"HP Smart Watches Model 20533 built for performance, durability, and daily usage.",3.6,8378,https://www.amazon.in/dp/NEWITEM20533,watch
HP Smart Watches Model 20534,"HP Smart Watches Model 20534 built for performance, durability, and daily usage.",4.3,7461,https://www.amazon.in/dp/NEWITEM20534,watch
MSI Smart Watches Model 20535,"MSI Smart Watches Model 20535 built for performance, durability, and daily usage.",3.8,25062,https://www.amazon.in/dp/NEWITEM20535,watch
HP Cameras Model 20536,"HP Cameras Model 20536 built for performance, durability, and daily usage.",4.9,10442,https://www.amazon.in/dp/NEWITEM20536,other
Dell Headphones Model 20537,"Dell Headphones Model 20537 built for performance, durability, and daily usage.",3.9,13595,https://www.amazon.in/dp/NEWITEM20537,other
MSI Laptops Model 20538,"MSI Laptops Model 20538 built for performance, durability, and daily usage.",4.8,64769,https://www.amazon.in/dp/NEWITEM20538,laptop
Realme Headphones Model 20539,"Realme Headphones Model 20539 built for performance, durability, and daily usage.",4.5,38116,https://www.amazon.in/dp/NEWITEM20539,other
Dell Cameras Model 20540,"Dell Cameras Model 20540 built for performance, durability, and daily usage.",4.1,53975,https://www.amazon.in/dp/NEWITEM20540,other
Lenovo Smart Watches Model 20541,"Lenovo Smart Watches Model 20541 built for performance, durability, and daily usage.",3.9,52774,https://www.amazon.in/dp/NEWITEM20541,watch
OnePlus Cameras Model 20542,"OnePlus Cameras Model 20542 built for performance, durability, and daily usage.",4.7,40901,https://www.amazon.in/dp/NEWITEM20542,other
Lenovo Mobiles Model 20543,"Lenovo Mobiles Model 20543 built for performance, durability, and daily usage.",4.2,12881,https://www.amazon.in/dp/NEWITEM20543,mobile
Boat Smart Watches Model 20544,"Boat Smart Watches Model 20544 built for performance, durability, and daily usage.",4.6,71623,https://www.amazon.in/dp/NEWITEM20544,watch
Canon Smart Watches Model 20545,"Canon Smart Watches Model 20545 built for performance, durability, and daily usage.",4.3,74623,https://www.amazon.in/dp/NEWITEM20545,watch
Noise Smart Watches Model 20546,"Noise Smart Watches Model 20546 built for performance, durability, and daily usage.",4.1,60464,https://www.amazon.in/dp/NEWITEM20546,watch
Realme Laptops Model 20547,"Realme Laptops Model 20547 built for performance, durability, and daily usage.",4.3,89054,https://www.amazon.in/dp/NEWITEM20547,laptop
OnePlus Mobiles Model 20548,"OnePlus Mobiles Model 20548 built for performance, durability, and daily usage.",4.8,25973,https://www.amazon.in/dp/NEWITEM20548,mobile
OnePlus Cameras Model 20549,"OnePlus Cameras Model 20549 built for performance, durability, and daily usage.",4.2,60290,https://www.amazon.in/dp/NEWITEM20549,other
Asus Cameras Model 20550,"Asus Cameras Model 20550 built for performance, durability, and daily usage.",4.9,45588,https://www.amazon.in/dp/NEWITEM20550,other
Asus Laptops Model 20551,"Asus Laptops Model 20551 built for performance, durability, and daily usage.",4.6,88888,https://www.amazon.in/dp/NEWITEM20551,laptop
Lenovo Laptops Model 20552,"Lenovo Laptops Model 20552 built for performance, durability, and daily usage.",4.7,49943,https://www.amazon.in/dp/NEWITEM20552,laptop
Boat Cameras Model 20553,"Boat Cameras Model 20553 built for performance, durability, and daily usage.",4.3,80513,https://www.amazon.in/dp/NEWITEM20553,other
Boat Cameras Model 20554,"Boat Cameras Model 20554 built for performance, durability, and daily usage.",3.9,18616,https://www.amazon.in/dp/NEWITEM20554,other
Asus Cameras Model 20555,"Asus Cameras Model 20555 built for performance, durability, and daily usage.",4.5,55726,https://www.amazon.in/dp/NEWITEM20555,other
MSI Cameras Model 20556,"MSI Cameras Model 20556 built for performance, durability, and daily usage.",4.3,45662,https://www.amazon.in/dp/NEWITEM20556,other
Boat Mobiles Model 20557,"Boat Mobiles Model 20557 built for performance, durability, and daily usage.",3.7,56419,https://www.amazon.in/dp/NEWITEM20557,mobile
Boat Smart Watches Model 20558,"Boat Smart Watches Model 20558 built for performance, durability, and daily usage.",4.3,78069,https://www.amazon.in/dp/NEWITEM20558,watch
Boat Mobiles Model 20559,"Boat Mobiles Model 20559 built for performance, durability, and daily usage.",3.7,68159,https://www.amazon.in/dp/NEWITEM20559,mobile
Noise Laptops Model 20560,"Noise Laptops Model 20560 built for performance, durability, and daily usage.",4.4,60178,https://www.amazon.in/dp/NEWITEM20560,laptop
Boat Laptops Model 20561,"Boat Laptops Model 20561 built for performance, durability, and daily usage.",4.8,76011,https://www.amazon.in/dp/NEWITEM20561,laptop
OnePlus Cameras Model 20562,"OnePlus Cameras Model 20562 built for performance, durability, and daily usage.",4.5,45822,https://www.amazon.in/dp/NEWITEM20562,other
MSI Headphones Model 20563,"MSI Headphones Model 20563 built for performance, durability, and daily usage.",4.0,10738,https://www.amazon.in/dp/NEWITEM20563,other
HP Cameras Model 20564,"HP Cameras Model 20564 built for performance, durability, and daily usage.",3.7,45113,https://www.amazon.in/dp/NEWITEM20564,other
HP Mobiles Model 20565,"HP Mobiles Model 20565 built for performance, durability, and daily usage.",3.9,68203,https://www.amazon.in/dp/NEWITEM20565,mobile
Canon Headphones Model 20566,"Canon Headphones Model 20566 built for performance, durability, and daily usage.",4.3,72172,https://www.amazon.in/dp/NEWITEM20566,other
OnePlus Mobiles Model 20567,"OnePlus Mobiles Model 20567 built for performance, durability, and daily usage.",4.3,27592,https://www.amazon.in/dp/NEWITEM20567,mobile
Canon Cameras Model 20568,"Canon Cameras Model 20568 built for performance, durability, and daily usage.",4.0,10487,https://www.amazon.in/dp/NEWITEM20568,other
Dell Smart Watches Model 20569,"Dell Smart Watches Model 20569 built for performance, durability, and daily usage.",4.5,64899,https://www.amazon.in/dp/NEWITEM20569,watch
Realme Smart Watches Model 20570,"Realme Smart Watches Model 20570 built for performance, durability, and daily usage.",3.8,11840,https://www.amazon.in/dp/NEWITEM20570,watch
Realme Smart Watches Model 20571,"Realme Smart Watches Model 20571 built for performance, durability, and daily usage.",4.0,53422,https://www.amazon.in/dp/NEWITEM20571,watch
Noise Laptops Model 20572,"Noise Laptops Model 20572 built for performance, durability, and daily usage.",4.9,53817,https://www.amazon.in/dp/NEWITEM20572,laptop
Realme Headphones Model 20573,"Realme Headphones Model 20573 built for performance, durability, and daily usage.",4.1,65002,https://www.amazon.in/dp/NEWITEM20573,other
Boat Mobiles Model 20574,"Boat Mobiles Model 20574 built for performance, durability, and daily usage.",4.7,35797,https://www.amazon.in/dp/NEWITEM20574,mobile
HP Cameras Model 20575,"HP Cameras Model 20575 built for performance, durability, and daily usage.",3.9,25683,https://www.amazon.in/dp/NEWITEM20575,other
Realme Smart Watches Model 20576,"Realme Smart Watches Model 20576 built for performance, durability, and daily usage.",3.9,40363,https://www.amazon.in/dp/NEWITEM20576,watch
Boat Headphones Model 20577,"Boat Headphones Model 20577 built for performance, durability, and daily usage.",4.4,42517,https://www.amazon.in/dp/NEWITEM20577,other
HP Headphones Model 20578,"HP Headphones Model 20578 built for performance, durability, and daily usage.",4.4,46930,https://www.amazon.in/dp/NEWITEM20578,other
Canon Laptops Model 20579,"Canon Laptops Model 20579 built for performance, durability, and daily usage.",4.9,51563,https://www.amazon.in/dp/NEWITEM20579,laptop
Realme Laptops Model 20580,"Realme Laptops Model 20580 built for performance, durability, and daily usage.",3.8,20516,https://www.amazon.in/dp/NEWITEM20580,laptop
Noise Cameras Model 20581,"Noise Cameras Model 20581 built for performance, durability, and daily usage.",4.4,68516,https://www.amazon.in/dp/NEWITEM20581,other
Asus Laptops Model 20582,"Asus Laptops Model 20582 built for performance, durability, and daily usage.",3.9,68823,https://www.amazon.in/dp/NEWITEM20582,laptop
Realme Headphones Model 20583,"Realme Headphones Model 20583 built for performance, durability, and daily usage.",4.5,10638,https://www.amazon.in/dp/NEWITEM20583,other
Boat Headphones Model 20584,"Boat Headphones Model 20584 built for performance, durability, and daily usage.",4.3,68821,https://www.amazon.in/dp/NEWITEM20584,other
