product_name,description,rating,price,product_url,category
Realme Mobiles Model 20070,"Realme Mobiles Model 20070 built for performance, durability, and daily usage.",4.9,32244,https://www.amazon.in/dp/NEWITEM20070,mobile
Realme Headphones Model 20071,"Realme Headphones Model 20071 built for performance, durability, and daily usage.",3.6,18903,https://www.amazon.in/dp/NEWITEM20071,other
Boat Cameras Model 20072,"Boat Cameras Model 20072 built for performance, durability, and daily usage.",3.6,28827,https://www.amazon.in/dp/NEWITEM20072,other
MSI Smart Watches Model 20073,"MSI Smart Watches Model 20073 built for performance, durability, and daily usage.",4.0,36969,https://www.amazon.in/dp/NEWITEM20073,watch
MSI Laptops Model 20074,"MSI Laptops Model 20074 built for performance, durability, and daily usage.",4.0,76699,https://www.amazon.in/dp/NEWITEM20074,laptop
Canon Headphones Model 20075,"Canon Headphones Model 20075 built for performance, durability, and daily usage.",4.8,83270,https://www.amazon.in/dp/NEWITEM20075,other
OnePlus Laptops Model 20076,"OnePlus Laptops Model 20076 built for performance, durability, and daily usage.",4.2,14506,https://www.amazon.in/dp/NEWITEM20076,laptop
Lenovo Laptops Model 20077,"Lenovo Laptops Model 20077 built for performance, durability, and daily usage.",3.9,45848,https://www.amazon.in/dp/NEWITEM20077,laptop
Lenovo Smart Watches Model 20078,"Lenovo Smart Watches Model 20078 built for performance, durability, and daily usage.",3.8,9804,https://www.amazon.in/dp/NEWITEM20078,watch
Dell Cameras Model 20079,"Dell Cameras Model 20079 built for performance, durability, and daily usage.",3.7,8455,https://www.amazon.in/dp/NEWITEM20079,other
HP Laptops Model 20080,"HP Laptops Model 20080 built for performance, durability, and daily usage.",3.7,24604,https://www.amazon.in/dp/NEWITEM20080,laptop
Lenovo Mobiles Model 20081,"Lenovo Mobiles Model 20081 built for performance, durability, and daily usage.",3.8,65032,https://www.amazon.in/dp/NEWITEM20081,mobile
Lenovo Headphones Model 20082,"Lenovo Headphones Model 20082 built for performance, durability, and daily usage.",4.6,87656,https://www.amazon.in/dp/NEWITEM20082,other
Boat Cameras Model 20083,"Boat Cameras Model 20083 built for performance, durability, and daily usage.",4.3,75748,https://www.amazon.in/dp/NEWITEM20083,other
Lenovo Mobiles Model 20084,"Lenovo Mobiles Model 20084 built for performance, durability, and daily usage.",3.7,58661,https://www.amazon.in/dp/NEWITEM20084,mobile
Lenovo Smart Watches Model 20085,"Lenovo Smart Watches Model 20085 built for performance, durability, and daily usage.",4.0,14982,https://www.amazon.in/dp/NEWITEM20085,watch
Noise Headphones Model 20086,"Noise Headphones Model 20086 built for performance, durability, and daily usage.",4.0,82019,https://www.amazon.in/dp/NEWITEM20086,other
Noise Laptops Model 20087,"Noise Laptops Model 20087 built for performance, durability, and daily usage.",4.7,87963,https://www.amazon.in/dp/NEWITEM20087,laptop
Dell Mobiles Model 20088,"Dell Mobiles Model 20088 built for performance, durability, and daily usage.",4.4,88673,https://www.amazon.in/dp/NEWITEM20088,mobile
HP Smart Watches Model 20089,"HP Smart Watches Model 20089 built for performance, durability, and daily usage.",4.8,24335,https://www.amazon.in/dp/NEWITEM20089,watch
Lenovo Headphones Model 20090,"Lenovo Headphones Model 20090 built for performance, durability, and daily usage.",4.9,79617,https://www.amazon.in/dp/NEWITEM20090,other
Realme Mobiles Model 20091,"Realme Mobiles Model 20091 built for performance, durability, and daily usage.",4.6,35463,https://www.amazon.in/dp/NEWITEM20091,mobile
Canon Laptops Model 20092,"Canon Laptops Model 20092 built for performance, durability, and daily usage.",4.5,7404,https://www.amazon.in/dp/NEWITEM20092,laptop
OnePlus Cameras Model 20093,"OnePlus Cameras Model 20093 built for performance, durability, and daily usage.",4.7,11758,https://www.amazon.in/dp/NEWITEM20093,other
Canon Mobiles Model 20094,"Canon Mobiles Model 20094 built for performance, durability, and daily usage.",4.9,50148,https://www.amazon.in/dp/NEWITEM20094,mobile
Canon Mobiles Model 20095,"Canon Mobiles Model 20095 built for performance, durability, and daily usage.",4.4,5332,https://www.amazon.in/dp/NEWITEM20095,mobile
OnePlus Headphones Model 20096,"OnePlus Headphones Model 20096 built for performance, durability, and daily usage.",4.1,59997,https://www.amazon.in/dp/NEWITEM20096,other
Canon Laptops Model 20097,"Canon Laptops Model 20097 built for performance, durability, and daily usage.",4.8,27975,https://www.amazon.in/dp/NEWITEM20097,laptop
OnePlus Laptops Model 20098,"OnePlus Laptops Model 20098 built for performance, durability, and daily usage.",4.0,9774,https://www.amazon.in/dp/NEWITEM20098,laptop
Noise Cameras Model 20099,"Noise Cameras Model 20099 built for performance, durability, and daily usage.",4.2,51435,https://www.amazon.in/dp/NEWITEM20099,other
OnePlus Cameras Model 20100,"OnePlus Cameras Model 20100 built for performance, durability, and daily usage.",3.9,4258,https://www.amazon.in/dp/NEWITEM20100,other
Realme Cameras Model 20101,"Realme Cameras Model 20101 built for performance, durability, and daily usage.",4.5,15194,https://www.amazon.in/dp/NEWITEM20101,other
Asus Headphones Model 20102,"Asus Headphones Model 20102 built for performance, durability, and daily usage.",4.7,45329,https://www.amazon.in/dp/NEWITEM20102,other
Lenovo Smart Watches Model 20103,"Lenovo Smart Watches Model 20103 built for performance, durability, and daily usage.",4.6,76515,https://www.amazon.in/dp/NEWITEM20103,watch
Dell Smart Watches Model 20104,"Dell Smart Watches Model 20104 built for performance, durability, and daily usage.",3.9,61901,https://www.amazon.in/dp/NEWITEM20104,watch
OnePlus Smart Watches Model 20105,"OnePlus Smart Watches Model 20105 built for performance, durability, and daily usage.",3.6,20575,https://www.amazon.in/dp/NEWITEM20105,watch
MSI Cameras Model 20106,"MSI Cameras Model 20106 built for performance, durability, and daily usage.",4.5,56379,https://www.amazon.in/dp/NEWITEM20106,other
Realme Headphones Model 20107,"Realme Headphones Model 20107 built for performance, durability, and daily usage.",4.4,67930,https://www.amazon.in/dp/NEWITEM20107,other
Boat Headphones Model 20108,"Boat Headphones Model 20108 built for performance, durability, and daily usage.",3.9,9142,https://www.amazon.in/dp/NEWITEM20108,other
Noise Headphones Model 20109,"Noise Headphones Model 20109 built for performance, durability, and daily usage.",4.2,32206,https://www.amazon.in/dp/NEWITEM20109,other
HP Smart Watches Model 20110,"HP Smart Watches Model 20110 built for performance, durability, and daily usage.",3.7,51576,https://www.amazon.in/dp/NEWITEM20110,watch
Lenovo Cameras Model 20111,"Lenovo Cameras Model 20111 built for performance, durability, and daily usage.",4.8,29546,https://www.amazon.in/dp/NEWITEM20111,other
Boat Headphones Model 20112,"Boat Headphones Model 20112 built for performance, durability, and daily usage.",3.6,49179,https://www.amazon.in/dp/NEWITEM20112,other
OnePlus Headphones Model 20113,"OnePlus Headphones Model 20113 built for performance, durability, and daily usage.",4.8,2854,https://www.amazon.in/dp/NEWITEM20113,other
Boat Smart Watches Model 20114,"Boat Smart Watches Model 20114 built for performance, durability, and daily usage.",4.8,89711,https://www.amazon.in/dp/NEWITEM20114,watch
Canon Cameras Model 20115,"Canon Cameras Model 20115 built for performance, durability, and daily usage.",4.0,73797,https://www.amazon.in/dp/NEWITEM20115,other
HP Headphones Model 20116,"HP Headphones Model 20116 built for performance, durability, and daily usage.",4.6,41978,https://www.amazon.in/dp/NEWITEM20116,other
Realme Laptops Model 20117,"Realme Laptops Model 20117 built for performance, durability, and daily usage.",3.6,10238,https://www.amazon.in/dp/NEWITEM20117,laptop
Realme Smart Watches Model 20118,"Realme Smart Watches Model 20118 built for performance, durability, and daily usage.",4.8,13626,https://www.amazon.in/dp/NEWITEM20118,watch
Noise Laptops Model 20119,"Noise Laptops Model 20119 built for performance, durability, and daily usage.",4.9,70368,https://www.amazon.in/dp/NEWITEM20119,laptop
MSI Laptops Model 20120,"MSI Laptops Model 20120 built for performance, durability, and daily usage.",3.7,11321,https://www.amazon.in/dp/NEWITEM20120,laptop
Canon Cameras Model 20121,"Canon Cameras Model 20121 built for performance, durability, and daily usage.",4.2,75728,https://www.amazon.in/dp/NEWITEM20121,other
HP Smart Watches Model 20122,"HP Smart Watches Model 20122 built for performance, durability, and daily usage.",4.4,10790,https://www.amazon.in/dp/NEWITEM20122,watch
Boat Smart Watches Model 20123,"Boat Smart Watches Model 20123 built for performance, durability, and daily usage.",4.6,36996,https://www.amazon.in/dp/NEWITEM20123,watch
Boat Smart Watches Model 20124,"Boat Smart Watches Model 20124 built for performance, durability, and daily usage.",3.8,88662,https://www.amazon.in/dp/NEWITEM20124,watch
HP Headphones Model 20125,"HP Headphones Model 20125 built for performance, durability, and daily usage.",4.7,52177,https://www.amazon.in/dp/NEWITEM20125,other
Boat Laptops Model 20126,"Boat Laptops Model 20126 built for performance, durability, and daily usage.",4.3,83582,https://www.amazon.in/dp/NEWITEM20126,laptop
Noise Smart Watches Model 20127,"Noise Smart Watches Model 20127 built for performance, durability, and daily usage.",4.3,27052,https://www.amazon.in/dp/NEWITEM20127,watch
Boat Smart Watches Model 20128,"Boat Smart Watches Model 20128 built for performance, durability, and daily usage.",4.0,89853,https://www.amazon.in/dp/NEWITEM20128,watch
Dell Laptops Model 20129,"Dell Laptops Model 20129 built for performance, durability, and daily usage.",4.1,51554,https://www.amazon.in/dp/NEWITEM20129,laptop
Asus Smart Watches Model 20130,"Asus Smart Watches Model 20130 built for performance, durability, and daily usage.",3.9,6008,https://www.amazon.in/dp/NEWITEM20130,watch
Noise Mobiles Model 20131,"Noise Mobiles Model 20131 built for performance, durability, and daily usage.",4.1,89624,https://www.amazon.in/dp/NEWITEM20131,mobile
HP Smart Watches Model 20132,"HP Smart Watches Model 20132 built for performance, durability, and daily usage.",4.2,70577,https://www.amazon.in/dp/NEWITEM20132,watch
Boat Mobiles Model 20133,"Boat Mobiles Model 20133 built for performance, durability, and daily usage.",4.0,75003,https://www.amazon.in/dp/NEWITEM20133,mobile
Noise Cameras Model 20134,"Noise Cameras Model 20134 built for performance, durability, and daily usage.",3.7,30436,https://www.amazon.in/dp/NEWITEM20134,other
Realme Mobiles Model 20135,"Realme Mobiles Model 20135 built for performance, durability, and daily usage.",4.3,69610,https://www.amazon.in/dp/NEWITEM20135,mobile
Asus Mobiles Model 20136,"Asus Mobiles Model 20136 built for performance, durability, and daily usage.",4.1,67080,https://www.amazon.in/dp/NEWITEM20136,mobile
Canon Smart Watches Model 20137,"Canon Smart Watches Model 20137 built for performance, durability, and daily usage.",4.5,46701,https://www.amazon.in/dp/NEWITEM20137,watch
Realme Laptops Model 20138,"Realme Laptops Model 20138 built for performance, durability, and daily usage.",3.8,21352,https://www.amazon.in/dp/NEWITEM20138,laptop
Realme Smart Watches Model 20139,"Realme Smart Watches Model 20139 built for performance, durability, and daily usage.",4.7,77523,https://www.amazon.in/dp/NEWITEM20139,watch
OnePlus Headphones Model 20140,"OnePlus Headphones Model 20140 built for performance, durability, and daily usage.",4.9,24474,https://www.amazon.in/dp/NEWITEM20140,other
Boat Cameras Model 20141,"Boat Cameras Model 20141 built for performance, durability, and daily usage.",3.8,60074,https://www.amazon.in/dp/NEWITEM20141,other
Canon Headphones Model 20142,"Canon Headphones Model 20142 built for performance, durability, and daily usage.",4.4,74628,https://www.amazon.in/dp/NEWITEM20142,other
Lenovo Mobiles Model 20143,"Lenovo Mobiles Model 20143 built for performance, durability, and daily usage.",3.9,29892,https://www.amazon.in/dp/NEWITEM20143,mobile
Canon Cameras Model 20144,"Canon Cameras Model 20144 built for performance, durability, and daily usage.",4.3,12720,https://www.amazon.in/dp/NEWITEM20144,other
Dell Cameras Model 20145,"Dell Cameras Model 20145 built for performance, durability, and daily usage.",4.3,15218,https://www.amazon.in/dp/NEWITEM20145,other
MSI Cameras Model 20146,"MSI Cameras Model 20146 built for performance, durability, and daily usage.",4.3,62126,https://www.amazon.in/dp/NEWITEM20146,other
Lenovo Cameras Model 20147,"Lenovo Cameras Model 20147 built for performance, durability, and daily usage.",3.7,17987,https://www.amazon.in/dp/NEWITEM20147,other
HP Laptops Model 20148,"HP Laptops Model 20148 built for performance, durability, and daily usage.",4.1,76099,https://www.amazon.in/dp/NEWITEM20148,laptop
Lenovo Mobiles Model 20149,"Lenovo Mobiles Model 20149 built for performance, durability, and daily usage.",4.1,73537,https://www.amazon.in/dp/NEWITEM20149,mobile
MSI Mobiles Model 20150,"MSI Mobiles Model 20150 built for performance, durability, and daily usage.",3.7,47010,https://www.amazon.in/dp/NEWITEM20150,mobile
OnePlus Smart Watches Model 20151,"OnePlus Smart Watches Model 20151 built for performance, durability, and daily usage.",4.5,22022,https://www.amazon.in/dp/NEWITEM20151,watch
HP Smart Watches Model 20152,"HP Smart Watches Model 20152 built for performance, durability, and daily usage.",3.9,16787,https://www.amazon.in/dp/NEWITEM20152,watch
Canon Laptops Model 20153,"Canon Laptops Model 20153 built for performance, durability, and daily usage.",3.7,87673,https://www.amazon.in/dp/NEWITEM20153,laptop
MSI Headphones Model 20154,"MSI Headphones Model 20154 built for performance, durability, and daily usage.",3.9,67279,https://www.amazon.in/dp/NEWITEM20154,other
MSI Laptops Model 20155,"MSI Laptops Model 20155 built for performance, durability, and daily usage.",4.1,24310,https://www.amazon.in/dp/NEWITEM20155,laptop
Canon Laptops Model 20156,"Canon Laptops Model 20156 built for performance, durability, and daily usage.",3.9,25011,https://www.amazon.in/dp/NEWITEM20156,laptop
MSI Cameras Model 20157,"MSI Cameras Model 20157 built for performance, durability, and daily usage.",4.6,60930,https://www.amazon.in/dp/NEWITEM20157,other
Realme Smart Watches Model 20158,"Realme Smart Watches Model 20158 built for performance, durability, and daily usage.",4.9,82861,https://www.amazon.in/dp/NEWITEM20158,watch
Canon Cameras Model 20159,"Canon Cameras Model 20159 built for performance, durability, and daily usage.",4.6,40357,https://www.amazon.in/dp/NEWITEM20159,other
Noise Mobiles Model 20160,"Noise Mobiles Model 20160 built for performance, durability, and daily usage.",4.7,50956,https://www.amazon.in/dp/NEWITEM20160,mobile
Lenovo Headphones Model 20161,"Lenovo Headphones Model 20161 built for performance, durability, and daily usage.",3.6,30493,https://www.amazon.in/dp/NEWITEM20161,other
HP Laptops Model 20162,"HP Laptops Model 20162 built for performance, durability, and daily usage.",4.9,11088,https://www.amazon.in/dp/NEWITEM20162,laptop
OnePlus Mobiles Model 20163,"OnePlus Mobiles Model 20163 built for performance, durability, and daily usage.",4.2,9855,https://www.amazon.in/dp/NEWITEM20163,mobile
Dell Cameras Model 20164,"Dell Cameras Model 20164 built for performance, durability, and daily usage.",3.8,78717,https://www.amazon.in/dp/NEWITEM20164,other
HP Cameras Model 20165,"HP Cameras Model 20165 built for performance, durability, and daily usage.",3.7,37730,https://www.amazon.in/dp/NEWITEM20165,other
Canon Cameras Model 20166,"Canon Cameras Model 20166 built for performance, durability, and daily usage.",4.0,18607,https://www.amazon.in/dp/NEWITEM20166,other
Noise Laptops Model 20167,"Noise Laptops Model 20167 built for performance, durability, and daily usage.",4.3,67417,https://www.amazon.in/dp/NEWITEM20167,laptop
HP Mobiles Model 20168,"HP Mobiles Model 20168 built for performance, durability, and daily usage.",4.4,10357,https://www.amazon.in/dp/NEWITEM20168,mobile
Boat Laptops Model 20169,"Boat Laptops Model 20169 built for performance, durability, and daily usage.",3.9,11735,https://www.amazon.in/dp/NEWITEM20169,laptop
Asus Cameras Model 20170,"Asus Cameras Model 20170 built for performance, durability, and daily usage.",4.3,85753,https://www.amazon.in/dp/NEWITEM20170,other
OnePlus Cameras Model 20171,"OnePlus Cameras Model 20171 built for performance, durability, and daily usage.",3.7,18618,https://www.amazon.in/dp/NEWITEM20171,other
MSI Mobiles Model 20172,"MSI Mobiles Model 20172 built for performance, durability, and daily usage.",4.6,10518,https://www.amazon.in/dp/NEWITEM20172,mobile
OnePlus Smart Watches Model 20173,"OnePlus Smart Watches Model 20173 built for performance, durability, and daily usage.",3.8,79458,https://www.amazon.in/dp/NEWITEM20173,watch
Canon Smart Watches Model 20174,"Canon Smart Watches Model 20174 built for performance, durability, and daily usage.",4.8,9340,https://www.amazon.in/dp/NEWITEM20174,watch
Noise Cameras Model 20175,"Noise Cameras Model 20175 built for performance, durability, and daily usage.",3.6,66680,https://www.amazon.in/dp/NEWITEM20175,other
Noise Mobiles Model 20176,"Noise Mobiles Model 20176 built for performance, durability, and daily usage.",4.0,6061,https://www.amazon.in/dp/NEWITEM20176,mobile
Lenovo Mobiles Model 20177,"Lenovo Mobiles Model 20177 built for performance, durability, and daily usage.",4.7,53096,https://www.amazon.in/dp/NEWITEM20177,mobile
Noise Headphones Model 20178,"Noise Headphones Model 20178 built for performance, durability, and daily usage.",3.9,58370,https://www.amazon.in/dp/NEWITEM20178,other
HP Mobiles Model 20179,"HP Mobiles Model 20179 built for performance, durability, and daily usage.",3.8,23950,https://www.amazon.in/dp/NEWITEM20179,mobile
Asus Laptops Model 20180,"Asus Laptops Model 20180 built for performance, durability, and daily usage.",3.8,53733,https://www.amazon.in/dp/NEWITEM20180,laptop
MSI Mobiles Model 20181,"MSI Mobiles Model 20181 built for performance, durability, and daily usage.",3.8,18454,https://www.amazon.in/dp/NEWITEM20181,mobile
Canon Smart Watches Model 20182,"Canon Smart Watches Model 20182 built for performance, durability, and daily usage.",4.5,65904,https://www.amazon.in/dp/NEWITEM20182,watch
Lenovo Laptops Model 20183,"Lenovo Laptops Model 20183 built for performance, durability, and daily usage.",4.3,39254,https://www.amazon.in/dp/NEWITEM20183,laptop
